operationc	operationb	operationa	correctresponse	valuey	operationd	condition	valuex	Rule	Operatora	Length	Intermediate	CorrectResponse	Result	Y	X	Operatorc	Operatorb	Operatord	Structure	practice_trials.thisRepN	practice_trials.thisTrialN	practice_trials.thisN	practice_trials.thisIndex	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	practice_encoding.keys	practice_encoding.rt	practice_execution.keys	practice_execution.corr	practice_execution.rt	encoding.keys	encoding.rt	execution.keys	execution.corr	execution.rt	date	frameRate	expName	session	participant	X.1	LogEncoding	EncodingSpeed	LogExecution	ExecutionSpeed	Chunks	Offset
1915				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	5	5	6			NA	NA	NA	space	8.46783433149	9	1	8.45572139547	2015_Jul_15_1558	None	KRITL	1	31023	NA	2.13627478901534	0.118093949509761	2.13484330046957	0.118263120700232	Chunks = 3	2nd
1916				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	6	6	6			NA	NA	NA	space	2.32396329443	9	1	2.68742766693	2015_Jul_08_1337	None	KRITL	1	31009	NA	0.843274044729824	0.430299395174084	0.988584478460878	0.372103038271671	Chunks = 3	2nd
1918				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	8	8	6				NA	NA	space	5.34924063439	9	1	3.46194842886	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.67695461333664	0.186942421989964	1.24183156029991	0.288854678383899	Chunks = 3	2nd
1919				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	8	8	6			NA	NA	NA	space	2.26800763339	9	1	10.2844352692	2015_Jul_09_1535	None	KRITL	1	31016	NA	0.818901751552082	0.440915623597481	2.33063161340101	0.0972343131950878	Chunks = 3	2nd
1923				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	11	11	6				NA	NA	space	1.92524036283	9	1	3.14382818813	2015_Jul_07_1543	None	KRITL	1	31007	NA	0.655050823752703	0.519415663262978	1.14544122553238	0.318083540244232	Chunks = 3	2nd
1924				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	11	11	6			NA	NA	NA	space	0.993470031361	9	1	3.82999299018	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	-0.00655138215484201	1.00657288940065	1.34286297295067	0.261097083614506	Chunks = 3	2nd
1925				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	11	11	6			NA	NA	NA	space	8.07171801623	9	1	3.53226995762	2015_Jul_17_1555	None	KRITL	1	31020	NA	2.08836634887199	0.123889362585422	1.26194071176318	0.283104069620372	Chunks = 3	2nd
1926				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	12	12	6			NA	NA	NA	space	4.99657470145	9	1	7.99225971496	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	1.60875261796347	0.200137105867706	2.07847353768511	0.125121059082726	Chunks = 3	2nd
1927				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	13	13	6				NA	NA	space	8.18036677729	9	1	4.8225144429	2015_Jul_08_1551	357.897102275	KRITL	1	31012	NA	2.10173698790896	0.122243907544116	1.57329546069217	0.207360706088141	Chunks = 3	2nd
1928				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	13	13	6			NA	NA	NA	space	2.43323479401	9	1	7.23286338098	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.889221563053938	0.41097554681601	1.97863499939621	0.138257830588874	Chunks = 3	2nd
1929				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	13	13	6			NA	NA	NA	space	2.66653960012	9	1	2.26663411298	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.980781601921431	0.37501786958461	0.81829596149023	0.441182806820672	Chunks = 3	2nd
1930				NA	NA		NA	NA	('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')	ADD	Length = 3	(6, 8, 9)	9	9	2	2	triple	increase	0	UBUxy	NA	NA	NA	NA	0	14	14	6				NA	NA	space	1.98897863865	9	1	3.60270149865	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.687621260070574	0.502770608274979	1.28168398033221	0.277569485114079	Chunks = 3	2nd
1934				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	0	0	3			NA	NA	NA	space	2.57743694447	6	1	1.25891733199	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	0.946795472776562	0.387982333436146	0.230252091262228	0.794333332768782	Chunks = 2	1st
1935				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	0	0	3			NA	NA	NA	space	5.65585673013	6	1	3.5905173638	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	1.73269159767408	0.176807873274579	1.27829630459609	0.278511395065823	Chunks = 2	1st
1936				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	1	1	3				NA	NA	space	1.01087168157	6	1	1.47856614664	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	0.0108130096981532	0.98924524074795	0.391072798328911	0.676330918486448	Chunks = 2	1st
1937				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	2	2	3			NA	NA	NA	space	1.23247444129	6	1	1.60821763249	2015_Jul_10_1353	None	KRITL	1	31018	NA	0.209023889429627	0.811375852105562	0.475126505186966	0.621806389755659	Chunks = 2	1st
1938				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	4	4	3				NA	NA	space	0.993959651445	6	1	1.60563243253	2015_Jul_09_1534	None	KRITL	1	31015	NA	-0.00605866525709081	1.00607705609198	0.473517717928518	0.622807549062955	Chunks = 2	1st
1939				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	4	4	3			NA	NA	NA	space	0.895564597842	6	1	5.72207160182	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	-0.11030092402275	1.11661403589384	1.744330907975	0.17476188163775	Chunks = 2	1st
1941				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	6	6	3				NA	NA	space	1.20623137974	6	1	1.51128264767	2015_Jul_16_1551	None	KRITL	1	31026	NA	0.187500937066941	0.829028341324985	0.412958725803679	0.661689592970406	Chunks = 2	1st
1942				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	6	6	3				NA	NA	space	2.20972191552	6	1	1.90777552362	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	0.792866677530945	0.452545631636493	0.64593791601044	0.524170683405405	Chunks = 2	1st
1943				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	6	6	3			NA	NA	NA	space	0.686618201376	6	1	2.14900220162	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	-0.37597688887793	1.45641347403255	0.765003642145656	0.465332236163444	Chunks = 2	1st
1944				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	6	6	3			NA	NA	NA	space	0.694712875216	6	1	1.9430124961	2015_Jul_07_1404	None	KRITL	1	31003	NA	-0.364256647964329	1.43944359702428	0.664239601717906	0.514664729129222	Chunks = 2	1st
1945				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	7	7	3				NA	NA	space	0.927388431159	6	1	2.05314841794	2015_Jul_07_1543	None	KRITL	1	31007	NA	-0.0753827815914773	1.07829682407215	0.719374428623964	0.487056849501088	Chunks = 2	1st
1946				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	7	7	3			NA	NA	NA	space	11.1355797023	6	1	5.48580075668	2015_Jul_08_1337	None	KRITL	1	31009	NA	2.41014536062945	0.0898022399133343	1.70216307335059	0.182288793260001	Chunks = 2	1st
1947				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	8	8	3			NA	NA	NA	space	1.13325871309	6	1	2.33328040794	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	0.12509729939519	0.882411040346956	0.847275177818527	0.42858114978254	Chunks = 2	1st
1948				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	10	10	3			NA	NA	NA	space	2.45904919822	6	1	1.90594416473	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.899774770443426	0.406661241557858	0.644977510327578	0.524674341727981	Chunks = 2	1st
1950				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	11	11	3			NA	NA	NA	space	0.917053025056	6	1	1.79749436503	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	-0.0865899839088939	1.09044948621039	0.586393675715244	0.556329977692759	Chunks = 2	1st
1951				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	12	12	3				NA	NA	space	0.82040084117	6	1	2.98328294443	2015_Jul_16_1335	None	KRITL	1	31024	NA	-0.197962227467519	1.2189163513946	1.09302435334082	0.335201192319713	Chunks = 2	1st
1952				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	13	13	3				NA	NA	space	1.02872315221	6	1	2.34284857378	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.0283183751813554	0.972078831755371	0.851367528235224	0.426830829440496	Chunks = 2	1st
1953				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	13	13	3			NA	NA	NA	space	1.5434538986	6	1	1.28714027948	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	0.434022696422018	0.647897550362247	0.252422919939177	0.776916095271291	Chunks = 2	1st
1954				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	13	13	3			NA	NA	NA	space	2.31285510355	6	1	1.62809590821	2015_Jul_17_1555	None	KRITL	1	31020	NA	0.838482736907467	0.432366039042005	0.487411177522028	0.614214429848573	Chunks = 2	1st
1955				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	14	14	3			NA	NA	NA	space	0.866755658877	6	1	0.900070593794	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	-0.142998165592629	1.1537276852575	-0.105282081185001	1.11102396511453	Chunks = 2	1st
1956				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	15	15	3			NA	NA	NA	space	1.02750013036	6	1	3.08661176207	2015_Jul_15_1558	None	KRITL	1	31023	NA	0.0271287942592908	0.973235886256905	1.12707397216547	0.323979844918806	Chunks = 2	1st
1957				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	16	16	3			NA	NA	NA	space	0.934731460773	6	1	1.41794773716	2015_Jul_21_1534	None	KRITL	1	31027	NA	-0.0674959986749006	1.0698259788678	0.349210570702924	0.705244610780151	Chunks = 2	1st
1958				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	16	16	3			NA	NA	NA	space	1.45678948404	6	1	2.18271838332	2015_Jul_09_1535	None	KRITL	1	31016	NA	0.376235030871435	0.68644097925994	0.780571064811754	0.458144306494987	Chunks = 2	1st
1959				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	16	16	3			NA	NA	NA	space	1.71662732052	6	1	1.79998788646	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.540361505659429	0.582537623656765	0.58777993513503	0.55555929432763	Chunks = 2	1st
1960				NA	NA		NA	NA	('INCREASE', 'ADD', 'x', 'y')	ADD	Length = 2	(5, 6)	6	6	2	3	0	increase	0	UBxy	NA	NA	NA	NA	0	17	17	3				NA	NA	space	2.82341927622	6	1	1.31090125747	2015_Jul_09_1334	None	KRITL	1	31014	NA	1.03794865975216	0.354180481950524	0.270714883462909	0.762833961979692	Chunks = 2	1st
1962				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	0	0	7				NA	NA	space	8.40544879142	2	1	5.13541976895	2015_Jul_07_1549	287.31282802	KRITL	1	31005	NA	2.12888016120188	0.118970447005848	1.63616158667041	0.194726048695424	Chunks = 3	2nd
1963				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	0	0	7			NA	NA	NA	space	1.34984274658	2	1	2.69990928544	2015_Jul_07_1404	60.0082342211	KRITL	1	31004	NA	0.299988101650734	0.74082703524809	0.993218174460673	0.370382814486684	Chunks = 3	2nd
1964				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	0	0	7			NA	NA	NA	space	2.38271831334	2	1	4.98054902971	2015_Jul_22_1134	281.773905697	KRITL	1	31028	NA	0.868241984390234	0.419688720400289	1.60554013188953	0.200781077354082	Chunks = 3	2nd
1966				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	1	1	7			NA	NA	NA	space	1.68776398181	2	1	2.69176861393	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	0.523404565195263	0.592499905660728	0.990198454867638	0.371502957135678	Chunks = 3	2nd
1967				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	2	2	7				NA	NA	space	3.41143491678	2	1	2.62426940748	2015_Jul_09_1334	None	KRITL	1	31014	NA	1.227132999495	0.29313178307499	0.964802536345121	0.381058437502523	Chunks = 3	2nd
1968				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	3	3	7			NA	NA	NA	space	2.96651362791	2	1	2.46644091251	2015_Jul_08_1336	60.0051538288	KRITL	1	31008	NA	1.08738740064162	0.337096041154724	0.902776185398219	0.405442512296935	Chunks = 3	2nd
1969				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	4	4	7			NA	NA	NA	space	3.40670516033	2	1	2.7036789211	2015_Jul_13_1550	287.784491609	KRITL	1	31019	NA	1.22574559555339	0.293538757519929	0.994613408933559	0.369866403956409	Chunks = 3	2nd
1970				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	5	5	7			NA	NA	NA	space	1.99994216989	2	1	8.79939144928	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.693118265086897	0.500014457945552	2.17468256560204	0.113644222531073	Chunks = 3	2nd
1971				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	6	6	7				NA	NA	space	1.28748721497	2	1	3.36470075758	2015_Jul_16_1335	360.287380426	KRITL	1	31025	NA	0.252692423386062	0.776706741917667	1.21333903123152	0.297203249872132	Chunks = 3	2nd
1972				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	6	6	7				NA	NA	space	5.17041132114	2	1	3.22398634307	2015_Jul_07_1543	None	KRITL	1	31007	NA	1.64295224457037	0.193408210273591	1.17061858861494	0.310175011178169	Chunks = 3	2nd
1973				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	6	6	7			NA	NA	NA	space	0.741528726126	2	1	2.0023171001	2015_Jul_07_1404	None	KRITL	1	31003	NA	-0.299041377593522	1.34856542271038	0.694305060008736	0.499421395317484	Chunks = 3	2nd
1974				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	6	6	7			NA	NA	NA	space	2.82785156369	2	1	3.02196790765	2015_Jul_10_1353	None	KRITL	1	31018	NA	1.03951725856979	0.353625350368505	1.10590824422103	0.330910198440075	Chunks = 3	2nd
1975				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	6	6	7			NA	NA	NA	space	3.88417608623	2	1	2.77808955635	2015_Jul_09_1535	None	KRITL	1	31016	NA	1.35691088571192	0.257454857297833	1.02176348151951	0.359959598031768	Chunks = 3	2nd
1976				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	7	7	7			NA	NA	NA	space	1.81235249573	2	1	3.89174174548	2015_Jul_07_1404	360.230878236	KRITL	1	31002	NA	0.594625722768818	0.551769041815019	1.35885680690119	0.256954357560194	Chunks = 3	2nd
1977				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	8	8	7				NA	NA	space	2.34454554076	2	1	3.28443357385	2015_Jul_08_1553	None	KRITL	1	31011	NA	0.852091583867275	0.426521892031939	1.1891942090174	0.304466501609836	Chunks = 3	2nd
1978				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	10	10	7			NA	NA	NA	space	1.8135015619	2	1	2.34299009744	2015_Jul_08_1336	357.524927026	KRITL	1	31010	NA	0.595259541003201	0.551419431341599	0.851427933071998	0.426805047572596	Chunks = 3	2nd
1979				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	11	11	7				NA	NA	space	4.59586498595	2	1	1.6700167387	2015_Jul_09_1534	None	KRITL	1	31015	NA	1.52515698312986	0.217586896711956	0.512833649552085	0.598796393369348	Chunks = 3	2nd
1980				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	11	11	7			NA	NA	NA	space	1.51242527842	2	1	3.36926046767	2015_Jul_21_1534	None	KRITL	1	31027	NA	0.413714507004985	0.661189689347615	1.21469327448727	0.296801036784059	Chunks = 3	2nd
1981				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	11	11	7			NA	NA	NA	space	4.9518880705	2	1	4.35165730456	2015_Jul_17_1555	None	KRITL	1	31020	NA	1.59976893223912	0.201943175161273	1.47055676209652	0.229797507021549	Chunks = 3	2nd
1982				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	13	13	7				NA	NA	space	1.01059070829	2	1	3.63849378569	2015_Jul_09_1535	360.822427182	KRITL	1	31017	NA	0.0105350195824638	0.989520279374109	1.29156980087171	0.274839001768519	Chunks = 3	2nd
1984				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	13	13	7			NA	NA	NA	space	2.38171601793	2	1	6.77286810122	2015_Jul_15_1558	None	KRITL	1	31023	NA	0.867821243813243	0.419865337627078	1.91292464583969	0.147647936598657	Chunks = 3	2nd
1985				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	13	13	7			NA	NA	NA	space	8.19802160778	2	1	2.42112522939	2015_Jul_14_1534	340.004537469	KRITL	1	31022	NA	2.10389285781666	0.121980649459498	0.884232402925473	0.413031093088873	Chunks = 3	2nd
1986				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	14	14	7			NA	NA	NA	space	2.54057004151	2	1	3.93706711705	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.932388481642083	0.393612450615865	1.37043605958108	0.253996177933916	Chunks = 3	2nd
1987				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	15	15	7				NA	NA	space	2.97224754599	2	1	4.02448344513	2015_Jul_16_1551	None	KRITL	1	31026	NA	1.08931841611567	0.336445731564031	1.39239656602101	0.248479093934426	Chunks = 3	2nd
1988				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')	DIVIDE	Length = 3	(2, 1, 2)	2	2	2	4	half	increase	0	UBUxy	NA	NA	NA	NA	0	17	17	7			NA	NA	NA	space	3.54541843559	2	1	4.13770083092	2015_Jul_08_1337	None	KRITL	1	31009	NA	1.26565618844582	0.282054154725911	1.42014027872036	0.241680111942181	Chunks = 3	2nd
1989				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'THIRD', 'x', 'y')	DIVIDE	Length = 3	(3, 1, 2)	2	2	3	9	third	increase	0	UBUxy	NA	NA	NA	NA	0	0	0	7				NA	NA	space	2.12313955039	2	1	6.18946672915	2015_Jul_16_1335	None	KRITL	1	31024	NA	0.752895913198601	0.471000599002694	1.8228489326057	0.161564807399382	Chunks = 3	2nd
1990				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'THIRD', 'x', 'y')	DIVIDE	Length = 3	(3, 1, 2)	2	2	3	9	third	increase	0	UBUxy	NA	NA	NA	NA	0	0	0	7			NA	NA	NA	space	3.29345487797	2	1	2.23193794728	2015_Jul_14_1533	283.057880698	KRITL	1	31021	NA	1.19193712867684	0.303632518753794	0.802870242734749	0.448041130004834	Chunks = 3	2nd
1991				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'THIRD', 'x', 'y')	DIVIDE	Length = 3	(3, 1, 2)	2	2	3	9	third	increase	0	UBUxy	NA	NA	NA	NA	0	1	1	7			NA	NA	NA	space	1.42717627416	2	1	4.90734996804	2015_Jul_08_1558	None	KRITL	1	31013	NA	0.355697858658342	0.700684293948605	1.59073407472764	0.203775970027139	Chunks = 3	2nd
1992				NA	NA		NA	NA	('INCREASE', 'DIVIDE', 'THIRD', 'x', 'y')	DIVIDE	Length = 3	(3, 1, 2)	2	2	3	9	third	increase	0	UBUxy	NA	NA	NA	NA	0	1	1	7			NA	NA	NA	space	1.98327683206	2	1	2.78324897779	2015_Jul_07_1543	60.0017041557	KRITL	1	31006	NA	0.684750442446662	0.504216044797596	1.02361894235454	0.359292326335115	Chunks = 3	2nd
